outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,12 - DEC,202148,30-49,all_types,16,34570753,203,14253689.75,0.0462819,1.424192638,30.77213244,,,,1
case,04 - APR,202114,50-64,all_types,1401,7055005,45050,22235297,19.85824248,202.6057938,10.20260449,,,,0
case,04 - APR,202115,50-64,all_types,1740,9084102,40345,20106034,19.15434239,200.6611548,10.47601378,,,,0
case,04 - APR,202116,50-64,all_types,1948,11807727,32167,18605981,16.4976714,172.8852674,10.47937392,,,,0
case,04 - APR,202117,50-64,all_types,2081,14805442,26222,17392842.8,14.05564251,150.7631633,10.72616661,,,,1
case,05 - MAY,202118,50-64,all_types,1857,17648534,21844,16485186.8,10.52212042,132.5068394,12.59316888,,,,1
case,05 - MAY,202119,50-64,all_types,1694,20078656,18270,15804340.8,8.436819676,115.6011518,13.70198206,,,,1
case,05 - MAY,202120,50-64,all_types,1517,22021564,13519,15137277.8,6.888702365,89.30932086,12.96460729,,,,1
case,05 - MAY,202121,50-64,all_types,1330,23466821,10025,14612339.8,5.667576362,68.606398,12.10506813,,,,1
case,06 - JUN,202122,50-64,all_types,1236,24622911,7882,14245166.8,5.019715175,55.33104744,11.02274641,,,,1
case,06 - JUN,202123,50-64,all_types,1363,25470674,7092,13921005.8,5.351252189,50.94459482,9.520125949,,,,1
case,06 - JUN,202124,50-64,all_types,1406,26031944,6686,13646241.8,5.401056487,48.99517463,9.071405705,,,,1
case,06 - JUN,202125,50-64,all_types,1807,26532449,7013,13393489.8,6.810528497,52.36125987,7.688281445,,,,1
case,06 - JUN,202126,50-64,all_types,2669,26986768,8541,13160553.8,9.890032033,64.89848474,6.562009559,,,,1
case,07 - JUL,202127,50-64,all_types,4473,27314733,12601,12967072.8,16.37577786,97.17690488,5.934185581,,,,1
case,07 - JUL,202128,50-64,all_types,8259,27568286,19463,12761569.8,29.95833691,152.5125851,5.090822817,,,,1
case,07 - JUL,202129,50-64,all_types,15043,27774484,31503,12506144.8,54.16122222,251.9001699,4.650932154,,,,1
case,07 - JUL,202130,50-64,all_types,22870,27980889,45544,12164778.8,81.73435805,374.39234,4.58059926,,,,1
case,08 - AUG,202131,50-64,all_types,30438,28178211,57360,11789733.8,108.0196326,486.5249799,4.504042164,,,,1
case,08 - AUG,202132,50-64,all_types,34441,28366620,64295,11422781.8,121.4138308,562.8663939,4.635933076,,,,1
case,08 - AUG,202133,50-64,all_types,36193,28557821,66008,11084322.8,126.7358599,595.5077382,4.698810099,,,,1
case,08 - AUG,202134,50-64,all_types,36634,28779949,64975,10762561.8,127.2900101,603.713142,4.742816355,,,,1
case,09 - SEP,202135,50-64,all_types,34640,29070673,61385,10456370.8,119.1578881,587.0583702,4.92672688,,,,1
case,09 - SEP,202136,50-64,all_types,32133,29409675,56098,10226548.8,109.2599629,548.5526065,5.020618641,,,,1
case,09 - SEP,202137,50-64,all_types,29819,29754297,49703,9979022.8,100.2174577,498.0748215,4.969940698,,,,1
case,09 - SEP,202138,50-64,all_types,26295,30033084,41604,9780058.8,87.55344606,425.3962154,4.858703278,,,,1
case,09 - SEP,202139,50-64,all_types,25543,30335157,37525,9591595.8,84.20262997,391.2279123,4.646267134,,,,1
case,10 - OCT,202140,50-64,all_types,24327,30608262,34360,9423789.8,79.47854079,364.6091512,4.587516927,,,,1
case,10 - OCT,202141,50-64,all_types,22115,30831277,30324,9269486.8,71.72910807,327.1378519,4.560740551,,,,1
case,10 - OCT,202142,50-64,all_types,21411,31030618,27501,9118585.8,68.9995926,301.5928194,4.370936233,,,,1
case,10 - OCT,202143,50-64,all_types,22372,31202809,28263,8920927.8,71.69867303,316.8168226,4.418726445,,,,1
case,11 - NOV,202144,50-64,all_types,24192,31359547,29000,8725383.8,77.1439715,332.3636033,4.308354844,,,,1
case,11 - NOV,202145,50-64,all_types,27346,31523344,32574,8532756.8,86.74841096,381.7523546,4.400684121,,,,1
case,11 - NOV,202146,50-64,all_types,30376,31683098,36299,8320957.15,95.87446278,436.2358722,4.550073706,,,,1
case,11 - NOV,202147,50-64,all_types,27629,31826081,33030,8117755.15,86.81244794,406.8858864,4.686953266,,,,1
case,12 - DEC,202148,50-64,all_types,40025,31969905,46533,7906356.15,125.1958678,588.5517818,4.701047983,,,,1
case,12 - DEC,202149,50-64,all_types,36216,32101018,43552,7682322.15,112.818852,566.91192,5.024975079,,,,1
case,12 - DEC,202150,50-64,all_types,49220,32233385,46104,7485468.15,152.6988245,615.9133815,4.033517503,,,,1
case,12 - DEC,202151,50-64,all_types,102658,32382221,65616,7311054.15,317.0196386,897.4902751,2.831024219,,,,1
death,04 - APR,202114,50-64,all_types,7,6322757,581,20115132,0.110711198,2.888372793,26.08925614,,,,0
death,04 - APR,202115,50-64,all_types,15,8114746,545,18189674,0.184848669,2.99620543,16.20896402,,,,0
death,04 - APR,202116,50-64,all_types,16,10559794,481,16817412,0.151518107,2.860130917,18.87649581,,,,0
death,04 - APR,202117,50-64,all_types,19,13220304,426,15706119.8,0.143718329,2.712318545,18.8724609,,,,1
death,05 - MAY,202118,50-64,all_types,28,15769296,364,14871790.8,0.177560241,2.447586877,13.78454355,,,,1
death,05 - MAY,202119,50-64,all_types,9,17962065,304,14245510.8,0.0501056,2.134005612,42.59016391,,,,1
death,05 - MAY,202120,50-64,all_types,17,19720624,237,13637113.8,0.086204169,1.737904394,20.16032889,,,,1
death,05 - MAY,202121,50-64,all_types,21,21028883,202,13163716.8,0.099862651,1.53452101,15.36631561,,,,1
death,06 - JUN,202122,50-64,all_types,19,22075269,181,12829791.8,0.086069166,1.410778934,16.39122341,,,,1
death,06 - JUN,202123,50-64,all_types,14,22841419,183,12532099.8,0.0612922,1.460250101,23.82441743,,,,1
death,06 - JUN,202124,50-64,all_types,13,23351253,177,12281159.8,0.0556715,1.441231959,25.88813239,,,,1
death,06 - JUN,202125,50-64,all_types,20,23803878,204,12050293.8,0.084019923,1.692904782,20.14884945,,,,1
death,06 - JUN,202126,50-64,all_types,31,24211887,270,11837338.8,0.128036282,2.280918073,17.81462278,,,,1
death,07 - JUL,202127,50-64,all_types,36,24506528,438,11660475.8,0.146899634,3.756278968,25.57037658,,,,1
death,07 - JUL,202128,50-64,all_types,56,24735747,634,11472216.8,0.226393001,5.526394864,24.41062592,,,,1
death,07 - JUL,202129,50-64,all_types,94,24923119,1061,11238531.8,0.377159857,9.440734954,25.03112348,,,,1
death,07 - JUL,202130,50-64,all_types,160,25110300,1599,10926518.8,0.637188723,14.63412116,22.96669829,,,,1
death,08 - AUG,202131,50-64,all_types,185,25289442,2136,10586018.8,0.731530573,20.17755721,27.58265745,,,,1
death,08 - AUG,202132,50-64,all_types,236,25460849,2393,10252659.8,0.926913317,23.34028483,25.18065541,,,,1
death,08 - AUG,202133,50-64,all_types,208,25635029,2438,9947274.8,0.811389759,24.50922538,30.20647613,,,,1
death,08 - AUG,202134,50-64,all_types,205,25838061,2222,9658099.8,0.793403189,23.00659598,28.99735757,,,,1
death,09 - SEP,202135,50-64,all_types,189,26104491,2067,9385796.8,0.724013351,22.02263744,30.4174466,,,,1
death,09 - SEP,202136,50-64,all_types,170,26414682,1757,9181569.8,0.643581475,19.13616123,29.73385962,,,,1
death,09 - SEP,202137,50-64,all_types,171,26728778,1360,8960011.8,0.639759887,15.17855144,23.72538782,,,,1
death,09 - SEP,202138,50-64,all_types,128,26982038,1199,8784401.8,0.474389666,13.64919351,28.77211389,,,,1
death,09 - SEP,202139,50-64,all_types,115,27256230,938,8620054.8,0.421921887,10.88160136,25.79055907,,,,1
death,10 - OCT,202140,50-64,all_types,98,27501786,764,8474517.8,0.356340494,9.015262202,25.29957263,,,,1
death,10 - OCT,202141,50-64,all_types,103,27701296,680,8342973.8,0.371823759,8.150570963,21.92052222,,,,1
death,10 - OCT,202142,50-64,all_types,90,27879435,582,8214090.8,0.322818594,7.085385518,21.948505,,,,1
death,10 - OCT,202143,50-64,all_types,66,28031989,534,8052177.8,0.235445298,6.631746259,28.16682397,,,,1
death,11 - NOV,202144,50-64,all_types,84,28171260,606,7895498.8,0.298176226,7.675259225,25.74068133,,,,1
death,11 - NOV,202145,50-64,all_types,91,28317080,606,7738494.8,0.321360818,7.830980257,24.3681862,,,,1
death,11 - NOV,202146,50-64,all_types,104,28458241,646,7563156.15,0.365447745,8.541407677,23.37244598,,,,1
death,11 - NOV,202147,50-64,all_types,114,28584393,621,7403392.15,0.398819034,8.388046823,21.03221288,,,,1
death,12 - DEC,202148,50-64,all_types,102,28711567,653,7228421.15,0.355257517,9.033784646,25.42883462,,,,1
case,04 - APR,202114,65-79,all_types,1518,13841765,12995,7437584.2,10.96680951,174.7207111,15.93177222,,,,1
case,04 - APR,202115,65-79,all_types,1810,15870287,12289,6815957.2,11.40496073,180.2974937,15.80869044,,,,1
case,04 - APR,202116,65-79,all_types,1800,17418931,10548,6361860.2,10.33358477,165.8005625,16.04482533,,,,1
case,04 - APR,202117,65-79,all_types,1828,18500297,8826,5991843.2,9.880922452,147.3002498,14.90754031,,,,1
case,05 - MAY,202118,65-79,all_types,1535,19256318,7536,5694751.2,7.971409695,132.3323835,16.60087596,,,,1
case,05 - MAY,202119,65-79,all_types,1497,19840141,6593,5461790.2,7.54530928,120.7113375,15.9981961,,,,1
case,05 - MAY,202120,65-79,all_types,1291,20330119,5064,5243737.2,6.350184177,96.57234539,15.20780228,,,,1
case,05 - MAY,202121,65-79,all_types,1080,20723447,3904,5070782.2,5.211488224,76.99009435,14.77314944,,,,1
case,06 - JUN,202122,65-79,all_types,1006,21057473,3056,4952012.2,4.777401353,61.71228738,12.917543,,,,1
case,06 - JUN,202123,65-79,all_types,996,21318129,2694,4844240.2,4.672079806,55.61243639,11.90314351,,,,1
case,06 - JUN,202124,65-79,all_types,1125,21500907,2521,4752319.2,5.232337408,53.04778349,10.13844853,,,,1
case,06 - JUN,202125,65-79,all_types,1411,21665453,2659,4666809.2,6.512672502,56.97683119,8.74860991,,,,1
case,06 - JUN,202126,65-79,all_types,1837,21812453,3268,4589058.2,8.421794651,71.21286891,8.455783103,,,,1
case,07 - JUL,202127,65-79,all_types,3008,21920833,4532,4523123.2,13.72210627,100.1962538,7.301812986,,,,1
case,07 - JUL,202128,65-79,all_types,5449,22004513,6748,4453151.2,24.76310201,151.5331435,6.11931185,,,,1
case,07 - JUL,202129,65-79,all_types,9932,22075781,10957,4366001.2,44.99048074,250.96191,5.57811132,,,,1
case,07 - JUL,202130,65-79,all_types,15901,22147709,16180,4253089.5,71.79523625,380.4293326,5.298810234,,,,1
case,08 - AUG,202131,65-79,all_types,21156,22215956,20753,4135484.5,95.22885263,501.8275368,5.269700547,,,,1
case,08 - AUG,202132,65-79,all_types,24234,22281305,23720,4021677.5,108.7638269,589.8036329,5.422792207,,,,1
case,08 - AUG,202133,65-79,all_types,25819,22346885,25316,3900833.5,115.5373557,648.9895044,5.617140022,,,,1
case,08 - AUG,202134,65-79,all_types,26083,22422457,24976,3785855.5,116.3253429,659.7187875,5.671324673,,,,1
case,09 - SEP,202135,65-79,all_types,25008,22525422,24041,3674439.5,111.0212275,654.2766591,5.893257298,,,,1
case,09 - SEP,202136,65-79,all_types,22858,22644732,21884,3591382.5,100.9417996,609.3475145,6.036622259,,,,1
case,09 - SEP,202137,65-79,all_types,21742,22763682,20302,3503984.5,95.51178935,579.3975401,6.06624108,,,,1
case,09 - SEP,202138,65-79,all_types,19142,22857448,17422,3424446.5,83.745132,508.7537504,6.07502476,,,,1
case,09 - SEP,202139,65-79,all_types,18561,22956688,16190,3279866.45,80.85225534,493.6176593,6.105181077,,,,1
case,10 - OCT,202140,65-79,all_types,17650,23049159,14940,3164787.45,76.57546204,472.0696172,6.16476355,,,,1
case,10 - OCT,202141,65-79,all_types,15571,23157302,13493,3068682.45,67.24013013,439.7001065,6.539251272,,,,1
case,10 - OCT,202142,65-79,all_types,14097,23254914,12403,2999649.15,60.61944585,413.48169,6.820941436,,,,1
case,10 - OCT,202143,65-79,all_types,13996,23334985,12173,2881017.45,59.97861151,422.5243412,7.044583569,,,,1
case,11 - NOV,202144,65-79,all_types,13955,23410603,12242,2790353.85,59.60974179,438.7257193,7.35996678,,,,1
case,11 - NOV,202145,65-79,all_types,14398,23527941,13396,2707488.4,61.19532517,494.7758964,8.085191067,,,,1
case,11 - NOV,202146,65-79,all_types,15466,23639186,15362,2629324.8,65.42526464,584.2564601,8.93013522,,,,1
case,11 - NOV,202147,65-79,all_types,13950,23729987,14229,2577613.8,58.7863786,552.0221842,9.39030771,,,,1
case,12 - DEC,202148,65-79,all_types,19047,23815083,19058,2508804.8,79.97872609,759.6445925,9.498083174,,,,1
case,12 - DEC,202149,65-79,all_types,16516,23879112,18145,2454058.8,69.16505103,739.3873366,10.69018711,,,,1
case,12 - DEC,202150,65-79,all_types,19466,23943041,18034,2404287.8,81.301285,750.0765923,9.225888525,,,,1
case,12 - DEC,202151,65-79,all_types,36242,24011882,22631,2371456.8,150.9336086,954.3079174,6.322699935,,,,1
death,04 - APR,202114,65-79,all_types,55,12398299,675,6826985.2,0.44360924,9.887233973,22.28816056,,,,1
death,04 - APR,202115,65-79,all_types,48,14167555,700,6261258.2,0.338802285,11.17986158,32.9981883,,,,1
death,04 - APR,202116,65-79,all_types,46,15528854,667,5844251.2,0.296222761,11.41292489,38.52818356,,,,1
death,04 - APR,202117,65-79,all_types,58,16486553,538,5505462.2,0.351801859,9.77211323,27.77732115,,,,1
death,05 - MAY,202118,65-79,all_types,50,17163855,503,5232719.2,0.291309849,9.612593009,32.99783052,,,,1
death,05 - MAY,202119,65-79,all_types,52,17692059,390,5018696.2,0.293917175,7.770942581,26.43922589,,,,1
death,05 - MAY,202120,65-79,all_types,46,18134486,335,4819518.2,0.253660346,6.950902271,27.40239998,,,,1
death,05 - MAY,202121,65-79,all_types,36,18488539,269,4662855.2,0.194715223,5.768997502,29.62787092,,,,1
death,06 - JUN,202122,65-79,all_types,31,18788557,223,4554690.2,0.164994044,4.896051986,29.67411349,,,,1
death,06 - JUN,202123,65-79,all_types,33,19022864,195,4455818.2,0.173475456,4.376300631,25.22720355,,,,1
death,06 - JUN,202124,65-79,all_types,30,19187641,200,4371952.2,0.156350643,4.574615432,29.25869287,,,,1
death,06 - JUN,202125,65-79,all_types,56,19335854,231,4294097.2,0.289617412,5.37947767,18.57442765,,,,1
death,06 - JUN,202126,65-79,all_types,47,19467941,274,4223188.2,0.241422552,6.487989335,26.87399863,,,,1
death,07 - JUL,202127,65-79,all_types,83,19565220,432,4162835.2,0.424222166,10.37754269,24.46251877,,,,1
death,07 - JUL,202128,65-79,all_types,171,19640696,645,4098719.2,0.870641244,15.73662329,18.07475053,,,,1
death,07 - JUL,202129,65-79,all_types,281,19705463,1061,4019192.2,1.426000495,26.39833945,18.51215307,,,,1
death,07 - JUL,202130,65-79,all_types,409,19770561,1613,3915926.5,2.068732395,41.1907629,19.91111224,,,,1
death,08 - AUG,202131,65-79,all_types,527,19832406,2083,3809133.5,2.657267101,54.68435275,20.57917051,,,,1
death,08 - AUG,202132,65-79,all_types,628,19891804,2402,3705473.5,3.157079167,64.82302464,20.53259396,,,,1
death,08 - AUG,202133,65-79,all_types,643,19951501,2526,3599413.5,3.222815166,70.17809985,21.77540326,,,,1
death,08 - AUG,202134,65-79,all_types,633,20020580,2440,3499899.5,3.161746563,69.71628757,22.04992911,,,,1
death,09 - SEP,202135,65-79,all_types,579,20115426,2223,3404708.5,2.87838796,65.29193322,22.68350693,,,,1
death,09 - SEP,202136,65-79,all_types,535,20225192,1928,3334063.5,2.645215927,57.82733292,21.86110114,,,,1
death,09 - SEP,202137,65-79,all_types,466,20334319,1642,3258552.5,2.291692188,50.39047246,21.98832493,,,,1
death,09 - SEP,202138,65-79,all_types,395,20420082,1328,3190722.5,1.934370293,41.62066742,21.51639093,,,,1
death,09 - SEP,202139,65-79,all_types,339,20511129,1097,3093870.45,1.652761289,35.45720539,21.45331309,,,,1
death,10 - OCT,202140,65-79,all_types,327,20595435,972,3019276.45,1.587730485,32.19314349,20.27620166,,,,1
death,10 - OCT,202141,65-79,all_types,290,20695686,875,2955268.45,1.401258214,29.60813932,21.12968119,,,,1
death,10 - OCT,202142,65-79,all_types,289,20785576,786,2890866.45,1.390387257,27.18908028,19.55504134,,,,1
death,10 - OCT,202143,65-79,all_types,266,20858765,739,2778546.75,1.275243285,26.59663725,20.85612805,,,,1
death,11 - NOV,202144,65-79,all_types,266,20928158,792,2694368.15,1.271014869,29.39464676,23.12691021,,,,1
death,11 - NOV,202145,65-79,all_types,261,21037308,826,2616818.7,1.240653034,31.56504499,25.44228251,,,,1
death,11 - NOV,202146,65-79,all_types,301,21138964,943,2538217.7,1.423910841,37.15205359,26.09155891,,,,1
death,11 - NOV,202147,65-79,all_types,326,21221327,827,2482936.7,1.536190456,33.30733321,21.6817733,,,,1
death,12 - DEC,202148,65-79,all_types,287,21298976,997,2411278.7,1.347482621,41.34735649,30.68489037,,,,1
case,04 - APR,202114,80+,all_types,728,4734334,3144,2508445.55,15.37703086,125.3365854,8.1508964,,,,1
case,04 - APR,202115,80+,all_types,853,5156020,2860,2371891.55,16.54376826,120.5788688,7.28847666,,,,1
case,04 - APR,202116,80+,all_types,799,5489355,2516,2269698.55,14.55544413,110.8517252,7.615825683,,,,1
case,04 - APR,202117,80+,all_types,915,5720199,2099,2186477.55,15.99594699,95.99915627,6.001467516,,,,1
case,05 - MAY,202118,80+,all_types,813,5877575,1812,2118930.55,13.83223523,85.51483672,6.18228618,,,,1
case,05 - MAY,202119,80+,all_types,680,5997986,1821,2064477.55,11.33713883,88.20633579,7.780299517,,,,1
case,05 - MAY,202120,80+,all_types,634,6099777,1256,2015927.55,10.39382259,62.30382635,5.994313043,,,,1
case,05 - MAY,202121,80+,all_types,536,6184746,968,1977168.55,8.666483636,48.95890135,5.649223308,,,,1
case,06 - JUN,202122,80+,all_types,454,6259508,790,1950889.55,7.252966208,40.49434782,5.583143043,,,,1
case,06 - JUN,202123,80+,all_types,476,6319241,673,1926001.55,7.532550191,34.94285869,4.638914817,,,,1
case,06 - JUN,202124,80+,all_types,492,6360733,619,1904739.55,7.734957591,32.4978814,4.20142981,,,,1
case,06 - JUN,202125,80+,all_types,523,6398276,653,1885320.55,8.174076892,34.63601985,4.23730047,,,,1
case,06 - JUN,202126,80+,all_types,703,6431087,799,1868266.55,10.93127803,42.76691674,3.912343703,,,,1
case,07 - JUL,202127,80+,all_types,994,6455005,1029,1853588.55,15.39890364,55.51393809,3.605057826,,,,1
case,07 - JUL,202128,80+,all_types,1801,6474095,1506,1837945.55,27.81855997,81.93931534,2.945490904,,,,1
case,07 - JUL,202129,80+,all_types,3236,6489981,2423,1819462.55,49.86147109,133.1711939,2.670823603,,,,1
case,07 - JUL,202130,80+,all_types,5032,6506360,3801,1797068.55,77.33971068,211.5111302,2.734832188,,,,1
case,08 - AUG,202131,80+,all_types,6675,6521807,4693,1772717.55,102.3489349,264.7347853,2.586590526,,,,1
case,08 - AUG,202132,80+,all_types,7806,6536008,5547,1748888.55,119.4306984,317.1728696,2.655706396,,,,1
case,08 - AUG,202133,80+,all_types,8376,6550278,6093,1722139.55,127.8724353,353.8040805,2.766851821,,,,1
case,08 - AUG,202134,80+,all_types,8320,6566232,5748,1695920.55,126.7088948,338.9309717,2.674879077,,,,1
case,09 - SEP,202135,80+,all_types,8053,6587711,5772,1670701.55,122.2427638,345.4836084,2.826209074,,,,1
case,09 - SEP,202136,80+,all_types,7389,6612401,5547,1652130.55,111.7445842,335.7482858,3.004604548,,,,1
case,09 - SEP,202137,80+,all_types,7056,6637363,5009,1632469.55,106.307279,306.8357385,2.886309776,,,,1
case,09 - SEP,202138,80+,all_types,6263,6657556,4421,1613449.55,94.07356093,274.0091873,2.912711974,,,,1
case,09 - SEP,202139,80+,all_types,5926,6678306,4024,1571428.55,88.73507743,256.0727308,2.885811769,,,,1
case,10 - OCT,202140,80+,all_types,5692,6697399,3807,1533240.55,84.98821707,248.2976334,2.921553622,,,,1
case,10 - OCT,202141,80+,all_types,5082,6722402,3642,1499889.55,75.59797822,242.8178795,3.211962611,,,,1
case,10 - OCT,202142,80+,all_types,4687,6746674,3287,1468171.55,69.47126836,223.8839187,3.222683622,,,,1
case,10 - OCT,202143,80+,all_types,4875,6767843,3475,1408469.55,72.0318128,246.7216987,3.425176865,,,,1
case,11 - NOV,202144,80+,all_types,4771,6788677,3368,1366804.75,70.27878923,246.4141275,3.506237519,,,,1
case,11 - NOV,202145,80+,all_types,5107,6821993,3760,1331358.75,74.86082146,282.4182438,3.772577408,,,,1
case,11 - NOV,202146,80+,all_types,5176,6854312,4243,1296537.75,75.51450824,327.2561867,4.333686259,,,,1
case,11 - NOV,202147,80+,all_types,4744,6882212,4159,1271237.75,68.93132615,327.1614613,4.746194214,,,,1
case,12 - DEC,202148,80+,all_types,6010,6908622,5216,1244787.75,86.99274617,419.0272599,4.816806899,,,,1
case,12 - DEC,202149,80+,all_types,5159,6927776,4964,1220722.75,74.46834309,406.6443425,5.460633681,,,,1
case,12 - DEC,202150,80+,all_types,5099,6945281,4573,1199526.75,73.41675592,381.2336824,5.192733969,,,,1
case,12 - DEC,202151,80+,all_types,8071,6964272,5884,1182915.75,115.8915103,497.4149681,4.292074259,,,,1
death,04 - APR,202114,80+,all_types,64,4241343,570,2313852.55,1.508956008,24.63424041,16.32535362,,,,1
death,04 - APR,202115,80+,all_types,84,4595012,515,2190371.55,1.828069219,23.51199275,12.86165343,,,,1
death,04 - APR,202116,80+,all_types,78,4879405,484,2096994.55,1.598555562,23.08065131,14.43844172,,,,1
death,04 - APR,202117,80+,all_types,76,5080657,390,2021311.55,1.49586953,19.29440318,12.89845323,,,,1
death,05 - MAY,202118,80+,all_types,66,5218932,355,1959905.55,1.264626556,18.11311775,14.32289846,,,,1
death,05 - MAY,202119,80+,all_types,57,5326018,269,1910306.55,1.070217938,14.08150959,13.15760939,,,,1
death,05 - MAY,202120,80+,all_types,52,5416868,199,1866210.55,0.959964319,10.66331985,11.1080377,,,,1
death,05 - MAY,202121,80+,all_types,42,5492753,172,1831147.55,0.764643886,9.393016964,12.28417193,,,,1
death,06 - JUN,202122,80+,all_types,48,5559152,138,1807375.55,0.863441043,7.635380483,8.842966809,,,,1
death,06 - JUN,202123,80+,all_types,45,5612526,129,1784646.55,0.801778023,7.228322045,9.015365648,,,,1
death,06 - JUN,202124,80+,all_types,57,5649543,118,1765379.55,1.008931165,6.684115039,6.624946549,,,,1
death,06 - JUN,202125,80+,all_types,59,5683121,129,1747679.55,1.038161954,7.381215853,7.109888613,,,,1
death,06 - JUN,202126,80+,all_types,58,5712415,159,1732318.55,1.015332394,9.178450465,9.03984795,,,,1
death,07 - JUL,202127,80+,all_types,116,5733828,223,1719056.55,2.023081264,12.97223177,6.412116015,,,,1
death,07 - JUL,202128,80+,all_types,200,5750937,309,1704774.55,3.477694157,18.12556388,5.211948797,,,,1
death,07 - JUL,202129,80+,all_types,305,5765200,620,1688049.55,5.290362867,36.72877967,6.942582314,,,,1
death,07 - JUL,202130,80+,all_types,496,5779982,854,1667727.55,8.581341603,51.20740495,5.967295945,,,,1
death,08 - AUG,202131,80+,all_types,647,5793790,1115,1645745.55,11.16712894,67.75044903,6.066953232,,,,1
death,08 - AUG,202132,80+,all_types,778,5806512,1274,1624120.55,13.39874954,78.44245306,5.854460732,,,,1
death,08 - AUG,202133,80+,all_types,817,5819397,1368,1600570.55,14.03925527,85.4695221,6.087895722,,,,1
death,08 - AUG,202134,80+,all_types,736,5833907,1210,1577963.55,12.61590217,76.68111218,6.078131483,,,,1
death,09 - SEP,202135,80+,all_types,688,5853583,1234,1556653.55,11.753485,79.27261657,6.744605243,,,,1
